State,Post_Comm,StreetName,StN_PosDir,Add_Number,StN_PosTyp
NJ,MOUNT LAUREL,MEADOWRUE,NULL,33,DRIVE
NJ,MOUNT LAUREL,HORSESHOE,NULL,49,DRIVE
NJ,MOUNT LAUREL,ST ANDREWS,NULL,122,DRIVE
NJ,MOUNT LAUREL,AMBERFIELD,NULL,237,DRIVE
NJ,MOUNT LAUREL,CAMBRIDGE,NULL,504,DRIVE
NJ,MOUNT LAUREL,LEEDS,NULL,121,ROAD
NJ,MOUNT LAUREL,BELAIRE,NULL,237,DRIVE
NJ,MOUNT LAUREL,AMBERFIELD,NULL,230,DRIVE
NJ,MOUNT LAUREL,CHURCH,NULL,5151,ROAD
NJ,MOUNT LAUREL,73,NULL,1100,NULL
NJ,MOUNT LAUREL,ST DAVID,NULL,250,DRIVE
NJ,MOUNT LAUREL,PREAKNESS,NULL,187,DRIVE
NJ,MOUNT LAUREL,STONEY HILL,NULL,1,LANE
NJ,MOUNT LAUREL,CUSTER,NULL,306,COURT
NJ,MOUNT LAUREL,CAMELOT,NULL,3,COURT
NJ,MOUNT HOLLY,RANCOCAS MOUNT HOLLY,NULL,182,ROAD
NJ,MOUNT HOLLY,RIDGE,NULL,41,AVENUE
NJ,MOUNT HOLLY,HIGH,NULL,242,STREET
NJ,MOUNT HOLLY,RANCOCAS MOUNT HOLLY,NULL,165,ROAD
NJ,MOUNT HOLLY,GRANT,NULL,228,STREET
NJ,MOUNT LAUREL,HOOTEN,NULL,207,ROAD
NJ,MOUNT LAUREL,AMBERFIELD,NULL,207,DRIVE
NJ,MOUNT LAUREL,LAFAYETTE,NULL,906,DRIVE
NJ,MOUNT LAUREL,UNION MILL,NULL,123,TERRACE
NJ,MOUNT LAUREL,UNION MILL,NULL,1124,ROAD
NJ,MOUNT LAUREL,MARCY,NULL,14,COURT
NJ,MOUNT LAUREL,FOX,NULL,5,RUN
NJ,MOUNT LAUREL,ST DAVID,NULL,248,DRIVE
NJ,MOUNT LAUREL,UNION MILL,NULL,1125,ROAD
NJ,MOUNT LAUREL,YORK,NULL,754,ROAD
NJ,MOUNT LAUREL,CASCADE,SOUTH,600,DRIVE
NJ,MOUNT LAUREL,AMBERFIELD,NULL,229,DRIVE
NJ,MOUNT LAUREL,CAMBRIDGE,NULL,503,DRIVE
NJ,MOUNT LAUREL,ST DAVID,NULL,405,DRIVE
NJ,MOUNT LAUREL,ST CLAIR,NULL,350,COURT
NJ,MOUNT LAUREL,CHICKORY,NULL,709,DRIVE
NJ,MOUNT LAUREL,AMBERFIELD,NULL,243,DRIVE
NJ,MOUNT LAUREL,LEEDS,NULL,124,ROAD
NJ,MOUNT LAUREL,AMBERFIELD,NULL,253,DRIVE
NJ,MOUNT LAUREL,STONEY HILL,NULL,19,LANE
NJ,MOUNT LAUREL,CHURCH,NULL,4430,ROAD
NJ,MOUNT LAUREL,CAMBRIDGE,NULL,501,DRIVE
NJ,MOUNT LAUREL,ST DAVID,NULL,317,DRIVE
NJ,MOUNT LAUREL,CHURCH,NULL,4416,ROAD
NJ,MOUNT LAUREL,WINTERBERRY,NULL,4,COURT
NJ,MOUNT LAUREL,SADDLE,NULL,43,DRIVE
NJ,MOUNT LAUREL,AMBERFIELD,NULL,275,DRIVE
NJ,MOUNT LAUREL,DANBURY,NULL,10,COURT
NJ,MOUNT LAUREL,FREEMONT,NULL,746,LANE
NJ,MOUNT LAUREL,BROAD ACRE,NULL,4,ROAD
NJ,MOUNT LAUREL,SADDLE,NULL,13,DRIVE
NJ,MOUNT LAUREL,MARCY,NULL,5,COURT
NJ,MOUNT LAUREL,CARTERET,NULL,778,COURT
NJ,MOUNT LAUREL,ABINGTON,NULL,3,COURT
NJ,MOUNT LAUREL,ST DAVID,NULL,291,COURT
NJ,MOUNT LAUREL,SADDLE,NULL,49,DRIVE
NJ,MOUNT LAUREL,PERRY,NULL,520,DRIVE
NJ,MOUNT LAUREL,BRENTWOOD,NULL,120,DRIVE
NJ,MOUNT LAUREL,LEEDS,NULL,122,ROAD
NJ,MOUNT LAUREL,LEEDS,NULL,116,TERRACE
NJ,MOUNT LAUREL,RAMBLEWOOD,NULL,134,PARKWAY
NJ,MOUNT LAUREL,BELAIRE,NULL,230,DRIVE
NJ,MOUNT LAUREL,CHARLESTON,NULL,542,ROAD
NJ,MOUNT LAUREL,BEACON,NULL,729,PLACE
NJ,MOUNT LAUREL,HUNTERS,NULL,716,LANE
NJ,MOUNT LAUREL,CAMBRIDGE,NULL,519,DRIVE
NJ,MOUNT LAUREL,NORWOOD,NULL,554,ROAD
NJ,MOUNT LAUREL,AMBERFIELD,NULL,255,DRIVE
NJ,MOUNT LAUREL,FARNWOOD,NULL,75,ROAD
NJ,MOUNT LAUREL,FARNWOOD,NULL,3,ROAD
NJ,MOUNT LAUREL,ST DAVID,NULL,254,DRIVE
NJ,MOUNT LAUREL,ST DAVID,NULL,277,COURT
NJ,MOUNT LAUREL,KEATLEY,NULL,302,DRIVE
NJ,MOUNT LAUREL,PREAKNESS,NULL,192,DRIVE
NJ,MOUNT LAUREL,PERRY,NULL,501,DRIVE
NJ,MOUNT HOLLY,CALEY,NULL,140,AVENUE
NJ,MOUNT HOLLY,BROWN,NULL,113,STREET
NJ,MOUNT HOLLY,GRANT,NULL,37,STREET
NJ,MOUNT LAUREL,LAFAYETTE,NULL,846,DRIVE
NJ,MOUNT LAUREL,PUTMAN,NULL,863,PLACE
NJ,MOUNT LAUREL,CHURCH,NULL,5143,ROAD
NJ,MOORESTOWN,CRESCENT,NULL,301,AVENUE
NJ,MOUNT LAUREL,CARTERET,NULL,792,COURT
NJ,MOUNT LAUREL,LAFAYETTE,NULL,844,DRIVE
NJ,MOUNT HOLLY,GRANT,NULL,140,STREET
NJ,MOUNT HOLLY,RIDGE,NULL,59,AVENUE
NJ,MOUNT HOLLY,RUTLAND,NULL,210,AVENUE
NJ,MOUNT LAUREL,PERRY,NULL,523,DRIVE
NJ,MOUNT LAUREL,SUMTER,NULL,748,LANE
NJ,MOUNT HOLLY,MADISON,NULL,89,AVENUE
NJ,MOUNT HOLLY,RUTLAND,NULL,225,AVENUE
NJ,MOUNT HOLLY,GRANT,NULL,152,STREET
NJ,MOUNT LAUREL,LAFAYETTE,NULL,836,DRIVE
NJ,MOUNT HOLLY,RUTLAND,NULL,230,AVENUE
NJ,MOUNT HOLLY,GRANT,NULL,112,STREET
NJ,MOUNT HOLLY,WASHINGTON,NULL,121,STREET
NJ,MOUNT HOLLY,RANCOCAS MOUNT HOLLY,NULL,121,ROAD
NJ,MOUNT HOLLY,RANCOCAS MOUNT HOLLY,NULL,144,ROAD
NJ,MOUNT HOLLY,KING,NULL,19,STREET
NJ,MOUNT HOLLY,RANCOCAS MOUNT HOLLY,NULL,108,ROAD
NJ,MOUNT HOLLY,RANCOCAS MOUNT HOLLY,NULL,146,ROAD
NJ,MOUNT HOLLY,GRANT,NULL,45,STREET
NJ,MOUNT HOLLY,GRANT,NULL,39,STREET
NJ,MOUNT HOLLY,GRANT,NULL,109,STREET
NJ,MOUNT HOLLY,RANCOCAS MOUNT HOLLY,NULL,149,ROAD
NJ,MOUNT HOLLY,RANCOCAS MOUNT HOLLY,NULL,178,ROAD
NJ,MOUNT HOLLY,MADISON,NULL,188,AVENUE
NJ,MOUNT HOLLY,HIGH,NULL,234,STREET
NJ,MOUNT HOLLY,RANCOCAS MOUNT HOLLY,NULL,70,ROAD
NJ,MOUNT LAUREL,AMBERFIELD,NULL,236,DRIVE
NJ,MOUNT LAUREL,AMBERFIELD,NULL,228,DRIVE
NJ,MOUNT LAUREL,AMBERFIELD,NULL,238,DRIVE
NJ,MOUNT LAUREL,CAMELOT,NULL,8,COURT
NJ,MOUNT LAUREL,DANBURY,NULL,8,COURT
NJ,MOUNT LAUREL,PREAKNESS,NULL,169,DRIVE
NJ,MOUNT LAUREL,CAMELOT,NULL,5,COURT
NJ,MOUNT LAUREL,GOLF,NULL,156,LANE
NJ,MOUNT LAUREL,FARNWOOD,NULL,70,ROAD
NJ,MOUNT HOLLY,MADISON,NULL,50,AVENUE
NJ,MOUNT HOLLY,RANCOCAS MOUNT HOLLY,NULL,162,ROAD
NJ,MOUNT HOLLY,CALEY,NULL,129,AVENUE
NJ,MOUNT HOLLY,BISPHAM,NULL,37,STREET
NJ,MOUNT HOLLY,MADISON,NULL,56,AVENUE
NJ,MOUNT HOLLY,MADISON,NULL,176,AVENUE
NJ,MOUNT HOLLY,WASHINGTON,NULL,97,STREET
NJ,MOUNT HOLLY,WASHINGTON,NULL,127,STREET
NJ,MOUNT HOLLY,HIGH,NULL,224,STREET
NJ,MOUNT HOLLY,WHITE,NULL,30,STREET
NJ,MOUNT HOLLY,FILBERT,NULL,231,STREET
NJ,MOUNT HOLLY,FILBERT,NULL,233,STREET
NJ,MOUNT HOLLY,MADISON,NULL,48,AVENUE
NJ,MOUNT HOLLY,BROWN,NULL,140,STREET
NJ,MOUNT LAUREL,CHURCH,NULL,4438,ROAD
NJ,MOUNT LAUREL,CORNWALLIS,NULL,752,DRIVE
NJ,MOORESTOWN,COLONIAL,NULL,119,AVENUE
NJ,MOUNT HOLLY,WASHINGTON,NULL,140,STREET
NJ,MOUNT HOLLY,GRANT,NULL,226,STREET
NJ,MOUNT HOLLY,RIDGE,NULL,46,AVENUE
NJ,MOUNT LAUREL,SADDLE,NULL,51,DRIVE
NJ,MOUNT LAUREL,AMSTERDAM,NULL,746,ROAD
NJ,MOUNT HOLLY,KING,NULL,46,STREET
NJ,MOUNT HOLLY,WASHINGTON,NULL,205,STREET
NJ,MOUNT HOLLY,RUTLAND,NULL,228,AVENUE
NJ,MOUNT HOLLY,WASHINGTON,NULL,191,STREET
NJ,MOUNT HOLLY,KING,NULL,13,STREET
NJ,MOUNT HOLLY,RANCOCAS MOUNT HOLLY,NULL,164,ROAD
NJ,MOUNT HOLLY,RUTLAND,NULL,214,AVENUE
NJ,MOUNT HOLLY,CLIFTON,NULL,232,AVENUE
NJ,MOUNT HOLLY,RUTLAND,NULL,227,AVENUE
NJ,MOUNT HOLLY,RANCOCAS MOUNT HOLLY,NULL,125,ROAD
NJ,MOUNT LAUREL,LAFAYETTE,NULL,868,DRIVE
NJ,MOUNT LAUREL,PERRY,NULL,504,DRIVE
NJ,MOUNT HOLLY,BROWN,NULL,129,STREET
NJ,MOUNT HOLLY,HIGH,NULL,250,STREET
NJ,MOUNT HOLLY,HIGH,NULL,252,STREET
NJ,MOUNT HOLLY,HIGH,NULL,254,STREET
NJ,MOUNT HOLLY,HIGH,NULL,256,STREET
NJ,MOUNT HOLLY,HIGH,NULL,258,STREET
NJ,MOUNT HOLLY,HIGH,NULL,260,STREET
NJ,MOUNT HOLLY,HIGH,NULL,262,STREET
NJ,MOUNT HOLLY,HIGH,NULL,264,STREET
NJ,MOUNT HOLLY,HIGH,NULL,266,STREET
NJ,MOUNT HOLLY,HIGH,NULL,268,STREET
NJ,MOUNT HOLLY,HIGH,NULL,270,STREET
NJ,MOUNT HOLLY,CLIFTON,NULL,236,AVENUE
NJ,MOUNT HOLLY,RUTLAND,NULL,216,AVENUE
NJ,MOUNT HOLLY,GRANT,NULL,101,STREET
NJ,MOUNT HOLLY,GRANT,NULL,38,STREET
NJ,MOUNT HOLLY,FILBERT,NULL,226,STREET
NJ,MOUNT HOLLY,COMFORT,NULL,136,AVENUE
NJ,MOUNT HOLLY,BARTRAM,NULL,39,AVENUE
NJ,MOUNT HOLLY,WILLOW,NULL,31,STREET
NJ,MOUNT HOLLY,WILLOW,NULL,33,STREET
NJ,MOUNT HOLLY,RUTLAND,NULL,246,AVENUE
NJ,MOUNT HOLLY,GRANT,NULL,156,STREET
NJ,MOUNT HOLLY,RUTLAND,NULL,208,AVENUE
NJ,MOUNT HOLLY,RIDGE,NULL,47,AVENUE
NJ,MOUNT HOLLY,CALEY,NULL,139,AVENUE
NJ,MOUNT HOLLY,REIMER,NULL,15,STREET
NJ,MOUNT HOLLY,WASHINGTON,NULL,159,STREET
NJ,MOUNT HOLLY,RANCOCAS MOUNT HOLLY,NULL,166,ROAD
NJ,MOUNT HOLLY,FILBERT,NULL,224,STREET
NJ,MOUNT HOLLY,SOUTH,NULL,188,AVENUE
NJ,MOUNT HOLLY,BISPHAM,NULL,38,STREET
NJ,MOUNT HOLLY,CEDAR,NULL,27,STREET
NJ,MOUNT HOLLY,WILLOW,NULL,36,STREET
NJ,MOUNT LAUREL,RAMBLEWOOD,NULL,248,PARKWAY
NJ,MOUNT LAUREL,BRENTWOOD,NULL,550,DRIVE
NJ,MOUNT LAUREL,BRADDOCK,NULL,810,TERRACE
NJ,MOUNT LAUREL,CHURCH,NULL,4204,ROAD
NJ,MOUNT LAUREL,BRADDOCK,NULL,824,TERRACE
NJ,MOUNT LAUREL,HORSESHOE,NULL,65,DRIVE
NJ,MOUNT LAUREL,MALLARD,NULL,13,DRIVE
NJ,MOUNT LAUREL,MALLARD,NULL,35,DRIVE
NJ,MOUNT LAUREL,GOLF,NULL,152,LANE
NJ,MOUNT LAUREL,AMBERFIELD,NULL,281,DRIVE
NJ,MOUNT LAUREL,CAMELIA,NULL,17,LANE
NJ,MOUNT LAUREL,SARATOGA,NULL,618,DRIVE
NJ,MOUNT LAUREL,PREAKNESS,NULL,111,DRIVE
NJ,MOUNT LAUREL,RAMBLEWOOD,NULL,179,PARKWAY
NJ,MOUNT LAUREL,STONEY HILL,NULL,24,LANE
NJ,MOUNT LAUREL,ST DAVID,NULL,283,COURT
NJ,MOUNT LAUREL,AMBERFIELD,NULL,271,DRIVE
NJ,MOUNT LAUREL,SADDLE,NULL,7,DRIVE
NJ,MOUNT LAUREL,ABINGTON,NULL,24,ROAD
NJ,MOUNT LAUREL,CUSTER,NULL,318,COURT
NJ,MOUNT LAUREL,STONEY HILL,NULL,5,LANE
NJ,MOUNT LAUREL,HORSESHOE,NULL,3,DRIVE
NJ,MOUNT LAUREL,WINTERBERRY,NULL,9,COURT
NJ,MOUNT LAUREL,AMBERFIELD,NULL,232,DRIVE
NJ,MOUNT LAUREL,ST ANDREWS,NULL,114,DRIVE
NJ,MOUNT LAUREL,AMBERFIELD,NULL,212,DRIVE
NJ,MOUNT LAUREL,PERRY,NULL,514,DRIVE
NJ,MOUNT LAUREL,PERRY,NULL,540,DRIVE
NJ,MOUNT LAUREL,SADDLE,NULL,40,DRIVE
NJ,MOUNT LAUREL,KEATLEY,NULL,310,DRIVE
NJ,MOUNT LAUREL,KEATLEY,NULL,306,DRIVE
NJ,MOUNT LAUREL,CORNWALLIS,NULL,673,DRIVE
NJ,MOUNT LAUREL,SADDLE,NULL,15,DRIVE
NJ,MOUNT LAUREL,PERRY,NULL,517,DRIVE
NJ,MOUNT LAUREL,CORNWALLIS,NULL,667,DRIVE
NJ,MOUNT LAUREL,AMBERFIELD,NULL,204,DRIVE
NJ,MOUNT HOLLY,RUTLAND,NULL,206,AVENUE
NJ,MOUNT HOLLY,GREENWOOD,NULL,140,AVENUE
NJ,MOUNT HOLLY,BANK,NULL,108,AVENUE
NJ,MOUNT HOLLY,PINE,NULL,401,STREET
NJ,MOUNT HOLLY,BROWN,NULL,121,STREET
NJ,MOUNT HOLLY,CEDAR,NULL,1,STREET
NJ,MOUNT HOLLY,LINCOLN,NULL,227,AVENUE
NJ,MOUNT HOLLY,SOUTH,NULL,181,AVENUE
NJ,MOUNT HOLLY,CHESTNUT,NULL,195,STREET
NJ,MOUNT HOLLY,WHITE,NULL,55,STREET
NJ,MOUNT HOLLY,WASHINGTON,NULL,119,STREET
NJ,MOUNT HOLLY,LOIS,NULL,31,LANE
NJ,MOUNT HOLLY,WASHINGTON,NULL,19,STREET
NJ,MOUNT HOLLY,LOIS,NULL,26,LANE
NJ,MOUNT LAUREL,AMBERFIELD,NULL,220,DRIVE
NJ,MOUNT LAUREL,BELAIRE,NULL,245,DRIVE
NJ,MOUNT LAUREL,AMBERFIELD,NULL,226,DRIVE
NJ,MOUNT LAUREL,BRENTWOOD,NULL,117,DRIVE
NJ,MOUNT LAUREL,HORSESHOE,NULL,13,DRIVE
NJ,MOUNT LAUREL,HORSESHOE,NULL,17,DRIVE
NJ,MOUNT LAUREL,WELLESLEY,NULL,106,COURT
NJ,MOUNT LAUREL,HUNTERS,NULL,744,COURT
NJ,MOUNT LAUREL,NORWOOD,NULL,564,ROAD
NJ,MOUNT LAUREL,CHARLESTON,NULL,530,COURT
NJ,MOUNT LAUREL,DANBURY,NULL,4,COURT
NJ,MOUNT LAUREL,DECATUR,NULL,724,DRIVE
NJ,MOUNT LAUREL,KINGSLEY,NULL,206,COURT
NJ,MOUNT LAUREL,UNION MILL,NULL,121,TERRACE
NJ,MOUNT LAUREL,PERRY,NULL,511,DRIVE
NJ,MOUNT LAUREL,LAFAYETTE,NULL,908,DRIVE
NJ,MOUNT LAUREL,WILDERNESS RUN,NULL,3,COURT
NJ,MOUNT LAUREL,FOX,NULL,43,RUN
NJ,MOUNT LAUREL,LAFAYETTE,NULL,845,DRIVE
NJ,MOUNT HOLLY,RANCOCAS MOUNT HOLLY,NULL,193,ROAD
NJ,MOORESTOWN,COLONIAL,NULL,105,AVENUE
NJ,MOUNT HOLLY,ARCH,NULL,143,STREET
NJ,MOUNT HOLLY,RANCOCAS MOUNT HOLLY,NULL,184,ROAD
NJ,MOUNT HOLLY,MADISON,NULL,46,AVENUE
NJ,MOUNT HOLLY,LINCOLN,NULL,231,AVENUE
NJ,MOUNT HOLLY,MADISON,NULL,47,AVENUE
NJ,MOUNT HOLLY,WHITE,NULL,46,STREET
NJ,MOUNT HOLLY,WHITE,NULL,38,STREET
NJ,MOUNT LAUREL,PERRY,NULL,505,DRIVE
NJ,MOUNT LAUREL,FOX,NULL,50,RUN
NJ,MOUNT LAUREL,LAFAYETTE,NULL,879,DRIVE
NJ,MOUNT LAUREL,PERRY,NULL,525,DRIVE
NJ,MOUNT LAUREL,PERRY,NULL,513,DRIVE
NJ,MOUNT LAUREL,CORNWALLIS,NULL,665,DRIVE
NJ,MOUNT LAUREL,LAFAYETTE,NULL,842,DRIVE
NJ,MOUNT LAUREL,PERRY,NULL,552,DRIVE
NJ,MOORESTOWN,HARPER,NULL,300,DRIVE
NJ,MOORESTOWN,COLONIAL,NULL,109,AVENUE
NJ,MOUNT LAUREL,GRANT,NULL,751,ROAD
NJ,MOORESTOWN,38,NULL,140,NULL
NJ,MOUNT LAUREL,CHURCHILL DOWNS,NULL,202,COURT
NJ,MOUNT LAUREL,PREAKNESS,NULL,171,DRIVE
NJ,MOORESTOWN,KINGS,NULL,400,HIGHWAY
NJ,MOUNT HOLLY,GRANT,NULL,148,STREET
NJ,MOUNT LAUREL,PERRY,NULL,548,DRIVE
NJ,MOUNT LAUREL,PERRY,NULL,531,DRIVE
NJ,MOUNT HOLLY,CALEY,NULL,137,AVENUE
NJ,MOUNT LAUREL,YORK,NULL,750,ROAD
NJ,MOUNT HOLLY,KING,NULL,122,STREET
NJ,MOUNT HOLLY,GRANT,NULL,126,STREET
NJ,MOUNT HOLLY,RUTLAND,NULL,253,AVENUE
NJ,MOUNT HOLLY,BROWN,NULL,134,STREET
NJ,MOUNT HOLLY,CLIFTON,NULL,230,AVENUE
NJ,MOUNT HOLLY,CLIFTON,NULL,234,AVENUE
NJ,MOORESTOWN,COLONIAL,NULL,117,AVENUE
NJ,MOUNT HOLLY,RUTLAND,NULL,220,AVENUE
NJ,MOUNT HOLLY,CLIFTON,NULL,260,AVENUE
NJ,MOUNT HOLLY,SOUTH,NULL,232,AVENUE
NJ,MOUNT HOLLY,BUDD,NULL,28,STREET
NJ,MOUNT HOLLY,SPOUT SPRING,NULL,121,AVENUE
NJ,MOUNT HOLLY,RIDGE,NULL,38,AVENUE
NJ,MOUNT HOLLY,BANK,NULL,104,AVENUE
NJ,MOUNT HOLLY,MADISON,NULL,49,AVENUE
NJ,MOUNT HOLLY,WASHINGTON,NULL,8,STREET
NJ,MOUNT HOLLY,WHITE,NULL,10,STREET
NJ,MOUNT HOLLY,WASHINGTON,NULL,23,STREET
NJ,MOUNT HOLLY,SPOUT SPRING,NULL,146,AVENUE
NJ,FLORENCE,MORRIS,NULL,256,LANE
NJ,MOUNT HOLLY,BISPHAM,NULL,29,STREET
NJ,MOUNT HOLLY,RANCOCAS MOUNT HOLLY,NULL,149,ROAD
NJ,MOUNT HOLLY,BROWN,NULL,122,STREET
NJ,MOUNT HOLLY,MADISON,NULL,149,AVENUE
NJ,MOUNT HOLLY,WASHINGTON,NULL,28,STREET
NJ,MOUNT HOLLY,JEFFERSON,NULL,195,AVENUE
NJ,MOUNT HOLLY,SOUTH,NULL,167,AVENUE
NJ,MOUNT HOLLY,ARCH,NULL,149,STREET
NJ,MOUNT HOLLY,WASHINGTON,NULL,143,STREET
NJ,MOUNT LAUREL,ST CLAIR,NULL,322,DRIVE
NJ,MOUNT LAUREL,ST DAVID,NULL,289,COURT
NJ,MOUNT LAUREL,FARNWOOD,NULL,56,ROAD
NJ,MOUNT LAUREL,FARNWOOD,NULL,68,ROAD
NJ,MOUNT LAUREL,73,NULL,1230,NULL
NJ,MOUNT LAUREL,CHURCH,NULL,4508,ROAD
NJ,MOUNT LAUREL,UNION MILL,NULL,1122,ROAD
NJ,MOUNT LAUREL,ST CLAIR,NULL,328,COURT
NJ,MOUNT LAUREL,HUNTERS,NULL,719,LANE
NJ,MOUNT HOLLY,CALEY,NULL,138,AVENUE
NJ,MOUNT LAUREL,PERRY,NULL,509,DRIVE
NJ,MOUNT LAUREL,DECATUR,NULL,716,DRIVE
NJ,MOORESTOWN,KINGS,NULL,402,HIGHWAY
NJ,MOUNT HOLLY,GRANT,NULL,224,STREET
NJ,MOUNT HOLLY,RANCOCAS MOUNT HOLLY,NULL,94,ROAD
NJ,MOUNT HOLLY,RANCOCAS MOUNT HOLLY,NULL,96,ROAD
NJ,MOUNT HOLLY,WASHINGTON,NULL,208,STREET
NJ,MOUNT LAUREL,AMBERFIELD,NULL,261,DRIVE
NJ,MOUNT LAUREL,PREAKNESS,NULL,102,DRIVE
NJ,MOUNT HOLLY,RUTLAND,NULL,257,AVENUE
NJ,MOUNT LAUREL,CARTERET,NULL,782,COURT
NJ,MOUNT LAUREL,FREEMONT,NULL,748,LANE
NJ,MOUNT LAUREL,LAFAYETTE,NULL,916,DRIVE
NJ,MOUNT HOLLY,RANCOCAS MOUNT HOLLY,NULL,131,ROAD
NJ,MOUNT HOLLY,RANCOCAS MOUNT HOLLY,NULL,168,ROAD
NJ,MOUNT LAUREL,LAFAYETTE,NULL,866,DRIVE
NJ,MOUNT LAUREL,LIBERTY,NULL,726,ROAD
NJ,MOUNT HOLLY,LOIS,NULL,19,LANE
NJ,MOUNT HOLLY,MADISON,NULL,51,AVENUE
NJ,MOUNT HOLLY,SOUTH,NULL,194,AVENUE
NJ,MOUNT HOLLY,MADISON,NULL,78,AVENUE
NJ,MOORESTOWN,CHURCH,NULL,451,STREET
NJ,MOUNT HOLLY,BARTRAM,NULL,41,AVENUE
NJ,MOUNT HOLLY,WASHINGTON,NULL,142,STREET
NJ,MOUNT HOLLY,MADISON,NULL,128,AVENUE
NJ,MOUNT LAUREL,LIBERTY,NULL,725,ROAD
NJ,MOUNT LAUREL,LAFAYETTE,NULL,837,DRIVE
NJ,MOUNT LAUREL,LAFAYETTE,NULL,874,DRIVE
NJ,MOUNT HOLLY,BARTRAM,NULL,35,AVENUE
NJ,MOUNT HOLLY,RUTLAND,NULL,243,AVENUE
NJ,MOUNT HOLLY,ARCH,NULL,153,STREET
NJ,MOUNT HOLLY,MADISON,NULL,63,AVENUE
NJ,MOUNT HOLLY,WASHINGTON,NULL,193,STREET
NJ,MOUNT HOLLY,KING,NULL,15,STREET
NJ,MOUNT HOLLY,KING,NULL,17,STREET
NJ,MOUNT HOLLY,BISPHAM,NULL,19,STREET
NJ,MOUNT HOLLY,LOIS,NULL,27,LANE
NJ,MOUNT HOLLY,BISPHAM,NULL,17,STREET
NJ,MOUNT HOLLY,CHARLES,NULL,24,STREET
NJ,MOUNT HOLLY,GREENWOOD,NULL,142,AVENUE
NJ,MOUNT HOLLY,WASHINGTON,NULL,151,STREET
NJ,MOUNT HOLLY,BUDD,NULL,19,STREET
NJ,MOUNT HOLLY,CLIFTON,NULL,220,AVENUE
NJ,MOUNT HOLLY,BROWN,NULL,136,STREET
NJ,MOUNT LAUREL,LAFAYETTE,NULL,860,DRIVE
NJ,MOUNT LAUREL,FREEMONT,NULL,750,LANE
NJ,MOUNT HOLLY,RUTLAND,NULL,252,AVENUE
NJ,MOUNT HOLLY,CLIFTON,NULL,214,AVENUE
NJ,MOUNT LAUREL,LAFAYETTE,NULL,870,DRIVE
NJ,MOUNT LAUREL,PUTMAN,NULL,859,PLACE
NJ,MOUNT LAUREL,ST DAVID,NULL,416,DRIVE
NJ,MOUNT LAUREL,FARNWOOD,NULL,77,ROAD
NJ,MOUNT LAUREL,ST DAVID,NULL,321,DRIVE
NJ,MOUNT LAUREL,BROAD ACRE,NULL,2,ROAD
NJ,MOUNT LAUREL,FOX,NULL,21,RUN
NJ,MOUNT LAUREL,UNION MILL,NULL,1115,ROAD
NJ,MOUNT LAUREL,ST CLAIR,NULL,342,COURT
NJ,MOUNT LAUREL,YORK,NULL,743,ROAD
NJ,MOUNT HOLLY,KING,NULL,130,STREET
NJ,MOUNT HOLLY,RANCOCAS MOUNT HOLLY,NULL,154,ROAD
NJ,MOUNT HOLLY,WASHINGTON,NULL,141,STREET
NJ,MOUNT HOLLY,BROWN,NULL,123,STREET
NJ,MOUNT HOLLY,BROWN,NULL,124,STREET
NJ,MOUNT HOLLY,RANCOCAS MOUNT HOLLY,NULL,172,ROAD
NJ,MOUNT HOLLY,MADISON,NULL,84,AVENUE
NJ,MOUNT HOLLY,CALEY,NULL,124,AVENUE
NJ,MOUNT HOLLY,WASHINGTON,NULL,201,STREET
NJ,MOUNT HOLLY,BANK,NULL,100,AVENUE
NJ,MOUNT HOLLY,BUDD,NULL,30,STREET
NJ,MOUNT HOLLY,MADISON,NULL,138,AVENUE
NJ,MOUNT HOLLY,WHITE,NULL,60,STREET
NJ,MOUNT HOLLY,MADISON,NULL,80,AVENUE
NJ,MOUNT HOLLY,WASHINGTON,NULL,144,STREET
NJ,MOUNT HOLLY,WHITE,NULL,14,STREET
NJ,MOUNT HOLLY,GRANT,NULL,60,STREET
NJ,MOUNT HOLLY,JEFFERSON,NULL,197,AVENUE
NJ,MOUNT HOLLY,RUTLAND,NULL,204,AVENUE
NJ,MOUNT HOLLY,KING,NULL,150,STREET
NJ,MOUNT HOLLY,BROWN,NULL,132,STREET
NJ,MOUNT HOLLY,BROWN,NULL,126,STREET
NJ,MOUNT HOLLY,BROWN,NULL,119,STREET
NJ,MOUNT HOLLY,RANCOCAS MOUNT HOLLY,NULL,128,ROAD
NJ,MOUNT HOLLY,BROWN,NULL,115,STREET
NJ,MOUNT HOLLY,GRANT,NULL,114,STREET
NJ,MOUNT HOLLY,RANCOCAS MOUNT HOLLY,NULL,116,ROAD
NJ,MOUNT HOLLY,MADISON,NULL,90,AVENUE
NJ,MOUNT HOLLY,MADISON,NULL,160,AVENUE
NJ,MOUNT HOLLY,CHESTNUT,NULL,206,STREET
NJ,MOUNT HOLLY,BARTRAM,NULL,37,AVENUE
NJ,MOUNT HOLLY,REIMER,NULL,10,STREET
NJ,MOUNT HOLLY,REIMER,NULL,12,STREET
NJ,MOUNT HOLLY,WASHINGTON,NULL,92,STREET
NJ,MOUNT HOLLY,WASHINGTON,NULL,7,STREET
NJ,MOUNT HOLLY,WASHINGTON,NULL,174,STREET
NJ,MOUNT HOLLY,WASHINGTON,NULL,199,STREET
NJ,MOUNT HOLLY,WASHINGTON,NULL,93,STREET
